id,first_name,last_name,gender,drop_out,grade,age,class,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,geography_score
1316,Nicole,Harris,female,FALSE,6,27,Banker,96,72,66,80,72,83,98
1317,Courtney,Moran,female,FALSE,2,25,Accountant,83,63,66,67,60,60,61
1318,Gregory,Barton,male,FALSE,3,17,Construction Engineer,89,92,88,99,92,62,71
1319,Dakota,Clark,male,FALSE,1,14,Construction Engineer,90,73,98,72,69,84,86
1320,Robin,Leonard,female,FALSE,5,14,Banker,99,72,74,88,90,81,95
1321,Edward,Smith,male,FALSE,1,3,Government Officer,62,67,96,67,82,65,73
1322,Julie,Little,female,FALSE,7,5,Business Owner,42,79,79,59,61,87,65
1323,Maureen,Norman,female,FALSE,10,2,Business Owner,46,52,87,80,76,73,76
1324,Jeffrey,Andrews,male,FALSE,3,4,Game Developer,92,63,100,97,91,87,68
1325,Christina,Martinez,female,FALSE,10,33,Lawyer,94,89,96,98,61,95,67
1326,Samuel,Becker,male,FALSE,2,31,Banker,89,99,89,71,74,94,78
1327,Carlos,Flynn,male,FALSE,1,16,Construction Engineer,90,100,98,95,97,74,63
1328,Roberto,Martin,male,FALSE,5,15,Data Science,69,81,83,68,76,90,95
1329,Jennifer,Johnson,female,FALSE,7,5,Business Owner,40,51,67,63,98,54,79
1330,Anthony,Shah,male,TRUE,10,3,Business Owner,42,92,60,54,68,69,76
1331,Aimee,Cook,female,FALSE,8,4,Business Owner,82,91,69,61,79,76,83
1332,Angela,Collins,female,FALSE,1,29,Accountant,82,93,67,79,84,90,64
1333,John,Jensen,male,FALSE,7,18,Data Science,76,80,93,74,73,63,81
1334,Julie,Gomez,female,FALSE,2,16,Teacher,80,62,66,88,75,98,68
1335,Bryan,Mitchell,male,FALSE,0,23,Software Engineer,87,90,92,62,96,77,80
1336,Katie,Clark,female,TRUE,3,28,Software Engineer,91,98,60,88,63,78,95
1337,Kathleen,Simpson,female,FALSE,7,31,Lawyer,100,94,94,87,65,83,95
1338,Carolyn,Reyes,female,FALSE,9,5,Business Owner,56,60,88,96,57,68,76
1339,Derrick,Ortiz,male,FALSE,2,6,Stock Investor,84,86,96,95,75,61,99
1340,Calvin,Huynh,male,FALSE,1,33,Lawyer,86,86,64,61,97,97,91
1341,Margaret,Wells,female,FALSE,7,0,Business Owner,79,67,72,50,75,95,62
1342,Heather,Fitzpatrick,female,FALSE,6,19,Software Engineer,99,78,61,64,75,66,76
1343,Kimberly,Wood,female,FALSE,2,26,Accountant,95,79,95,62,69,82,94
1344,Gina,Kennedy,female,FALSE,1,3,Artist,65,67,90,99,93,91,99
1345,Jeremy,Ward,male,FALSE,2,10,Data Science,85,90,61,94,86,79,90
1346,Patricia,Rhodes,female,FALSE,5,24,Doctor,99,82,81,98,86,85,85
1347,Connie,Colon,female,FALSE,5,1,Artist,88,62,65,98,92,64,82
1348,Pamela,Moyer,female,FALSE,1,25,Software Engineer,100,87,88,100,89,98,71
1349,Rachel,Williams,female,FALSE,10,15,Data Science,62,63,94,74,75,86,100
1350,Sean,Malone,male,TRUE,10,3,Business Owner,84,75,61,87,86,67,93
1351,Natalie,Fitzgerald,female,FALSE,3,14,Teacher,60,61,71,60,69,91,84
1352,Kevin,Diaz,male,FALSE,9,31,Stock Investor,96,76,74,92,96,74,99
1353,Beth,Jones,female,FALSE,2,9,Real Estate Developer,58,81,100,97,74,90,87
1354,Kathryn,Bates,female,FALSE,1,8,Teacher,90,67,73,82,66,75,90
1355,Aaron,Mcdaniel,male,FALSE,2,22,Accountant,75,80,65,80,55,86,95
1356,Angela,King,female,FALSE,3,11,Banker,76,82,74,79,81,93,72
1357,Lauren,Arias,female,TRUE,10,2,Business Owner,81,100,64,61,91,76,93
1358,Alyssa,Miller,female,FALSE,2,21,Data Science,73,98,72,100,77,62,69
1359,Lisa,Best,female,FALSE,1,28,Data Science,60,64,84,64,66,96,99
1360,Nicole,Garcia,female,TRUE,9,4,Business Owner,89,100,72,73,78,67,91
1361,William,Lee,male,FALSE,4,35,Software Engineer,91,98,93,93,88,96,97
1362,Christopher,Bowen,male,FALSE,6,27,Doctor,85,72,80,85,94,96,87
1363,David,Bradford,male,FALSE,0,14,Accountant,81,84,69,99,55,68,73
1364,Stephanie,Jordan,female,FALSE,10,1,Business Owner,67,63,65,95,52,84,77
1365,Joseph,Blake,male,FALSE,4,29,Doctor,86,71,86,93,99,92,77
1366,Christina,Velasquez,female,FALSE,1,33,Lawyer,94,85,78,66,95,87,95
1367,Thomas,Calderon,male,FALSE,1,18,Writer,83,96,72,81,86,93,75
1368,Jorge,Lee,male,FALSE,2,11,Data Science,98,77,91,88,87,76,68
1369,Jasmin,Phillips,female,TRUE,5,3,Business Owner,46,63,60,61,66,91,97
1370,Vincent,Wilson,male,FALSE,2,19,Software Engineer,95,92,73,94,73,70,94
1371,Richard,Ryan,male,FALSE,1,31,Software Engineer,88,68,81,68,73,61,93
1372,Jesse,Garcia,male,FALSE,5,28,Stock Investor,90,73,78,72,63,88,72
1373,James,Tate,male,FALSE,10,11,Construction Engineer,100,60,87,60,86,93,75
1374,Charles,May,male,FALSE,1,16,Designer,76,76,92,86,79,85,78
1375,Jeremiah,Lee,male,FALSE,3,4,Artist,73,73,81,78,82,85,66
1376,Debra,Reynolds,female,FALSE,1,15,Banker,96,95,67,88,68,93,75
1377,Eric,Doyle,male,FALSE,4,31,Writer,85,87,99,65,66,95,77
1378,John,Perez,male,FALSE,4,29,Software Engineer,91,93,62,63,100,85,85
1379,Hector,Garcia,male,FALSE,5,27,Data Science,61,85,92,62,64,66,95
1380,Andres,Rodriguez,male,FALSE,1,29,Designer,79,69,78,78,99,61,87
1381,Shelley,Murphy,female,FALSE,2,23,Software Engineer,99,75,79,87,63,90,90
1382,Robin,Carr,female,FALSE,2,32,Scientist,81,64,81,92,87,84,95
1383,Julie,Lambert,female,FALSE,5,9,Teacher,91,87,71,98,93,83,81
1384,Cynthia,Rodriguez,female,FALSE,3,16,Software Engineer,91,84,95,97,88,70,77
1385,Thomas,Ball,male,FALSE,2,29,Software Engineer,100,79,77,61,79,70,69
1386,Patricia,Pope,female,FALSE,3,5,Artist,60,69,80,87,100,93,92
1387,Bryan,Pacheco,male,FALSE,3,14,Software Engineer,90,95,68,75,71,68,95
1388,Steven,Richardson,male,FALSE,2,20,Banker,94,88,78,99,65,76,68
1389,Deborah,Hood,female,FALSE,2,28,Software Engineer,90,79,64,93,81,63,76
1390,Laura,Campbell,female,TRUE,2,13,Banker,78,89,83,80,67,90,93
1391,Bradley,Patel,male,TRUE,9,3,Business Owner,40,73,88,95,64,61,92
1392,Angela,Moran,female,FALSE,5,26,Banker,97,84,70,90,97,95,87
1393,Samuel,Lee,male,TRUE,3,8,Stock Investor,84,98,71,62,89,86,67
1394,Catherine,Miles,female,FALSE,3,4,Business Owner,64,66,56,59,68,68,84
1395,Joseph,Erickson,male,FALSE,4,20,Software Engineer,89,88,86,77,87,88,78
1396,Bradley,Cook,male,FALSE,3,34,Construction Engineer,99,93,98,74,87,88,78
1397,Tony,Montgomery,male,FALSE,2,42,Doctor,85,96,98,85,95,96,97
1398,Drew,Williams,male,FALSE,6,4,Game Developer,89,78,89,91,76,96,81
1399,Gwendolyn,Martinez,female,FALSE,6,14,Software Engineer,97,92,64,93,60,63,90
1400,Nathan,Calhoun,male,FALSE,1,29,Construction Engineer,86,100,86,96,73,60,77
1401,Krista,Myers,female,FALSE,3,34,Lawyer,72,86,69,81,67,98,72
1402,Jeremy,Bailey,male,FALSE,3,1,Artist,63,78,97,67,72,64,67
1403,Nicholas,Lester,male,FALSE,5,27,Software Engineer,99,78,92,65,90,96,96
1404,Jennifer,Ford,female,FALSE,4,30,Banker,81,85,64,61,86,80,83
1405,Connor,Mitchell,male,FALSE,10,33,Lawyer,72,80,84,91,96,93,74
1406,Christine,Nelson,female,FALSE,1,15,Teacher,94,98,65,98,78,96,86
1407,Rebecca,Spencer,female,FALSE,2,5,Real Estate Developer,58,71,73,65,63,85,64
1408,Kyle,Rojas,male,FALSE,3,29,Data Science,61,86,78,80,94,60,88
1409,Stacy,Sanders,female,TRUE,1,28,Doctor,89,76,100,100,99,68,79
1410,Taylor,Waters,female,TRUE,9,1,Business Owner,96,58,65,62,76,93,77
1411,Julie,Nichols,female,FALSE,2,22,Doctor,96,73,80,99,91,82,91
1412,John,Lin,male,FALSE,6,21,Data Science,60,88,75,86,72,80,69
1413,William,Ryan,male,FALSE,2,34,Software Engineer,93,65,81,94,92,60,100
1414,Joseph,Phillips,male,FALSE,3,33,Stock Investor,93,63,69,97,64,82,83
1415,Christina,Ramirez,female,FALSE,10,3,Business Owner,58,65,72,98,56,59,81
1416,Laura,Baxter,female,TRUE,1,0,Business Owner,73,85,84,88,78,87,76
1417,Kevin,Jackson,male,FALSE,9,3,Business Owner,93,51,58,70,63,64,89
1418,Kayla,Schwartz,female,FALSE,0,20,Accountant,92,66,77,96,92,62,90
1419,Jason,Myers,male,FALSE,1,18,Software Engineer,99,99,69,92,95,79,81
1420,Mary,Arnold,female,FALSE,1,35,Designer,99,96,99,91,94,92,99
1421,Suzanne,Owens,female,FALSE,2,3,Business Owner,73,70,80,74,71,90,80
1422,Misty,Stewart,female,FALSE,1,27,Data Science,87,91,92,66,62,89,76
1423,Paul,Johnson,male,FALSE,4,32,Doctor,86,78,81,87,99,71,97
1424,Jordan,Rocha,male,FALSE,1,30,Software Engineer,89,93,71,84,63,61,76
1425,Roger,Dixon,male,FALSE,7,3,Game Developer,96,64,85,86,93,92,65
1426,Patricia,Garrison,female,FALSE,2,19,Software Engineer,90,73,71,68,74,87,66
1427,Amanda,Davis,female,FALSE,2,9,Teacher,98,65,66,87,78,84,91
1428,Michael,Ferguson,male,FALSE,3,26,Lawyer,85,87,85,69,80,99,93
1429,Melissa,Robinson,female,FALSE,1,28,Software Engineer,85,96,100,75,63,87,89
1430,Kathryn,Rivera,female,TRUE,1,35,Banker,89,94,92,98,92,92,99
1431,Javier,Macdonald,male,FALSE,4,32,Banker,93,97,93,66,83,88,79
1432,Angela,Elliott,female,TRUE,2,35,Software Engineer,96,91,95,88,89,85,92
1433,Christine,Collins,female,FALSE,3,26,Designer,84,64,98,100,89,79,96
1434,Calvin,Taylor,male,FALSE,3,14,Banker,76,97,99,83,74,94,99
1435,Jennifer,Contreras,female,FALSE,4,26,Banker,80,78,71,69,76,97,77
1436,Jennifer,Mccoy,female,FALSE,5,3,Real Estate Developer,63,77,89,79,79,60,81
1437,Daniel,Thomas,male,FALSE,1,33,Construction Engineer,90,86,100,90,76,66,83
1438,Brian,Hess,male,FALSE,1,35,Banker,85,93,85,91,86,94,89
1439,Jessica,Mathews,female,FALSE,1,22,Data Science,78,81,94,64,61,91,88
1440,Kathryn,Sanchez,female,FALSE,2,23,Designer,74,90,90,80,91,92,100
1441,Jeremy,Cook,male,FALSE,2,27,Lawyer,83,89,95,70,95,80,70
1442,Michael,Anderson,male,FALSE,6,31,Software Engineer,87,96,79,79,74,86,85
1443,Olivia,Garza,female,FALSE,1,26,Banker,90,77,84,70,77,86,70
1444,Emily,Mason,female,FALSE,4,1,Real Estate Developer,73,71,95,63,62,85,99
1445,Jennifer,Gonzales,female,FALSE,2,7,Teacher,79,78,100,90,89,80,68
1446,Samantha,Rodriguez,female,FALSE,1,4,Real Estate Developer,62,84,74,74,66,61,90
1447,Anthony,Adams,male,FALSE,0,31,Software Engineer,87,78,96,84,97,89,82
1448,Ronald,Diaz,male,FALSE,7,23,Accountant,81,83,79,94,37,84,71
1449,Dana,Lambert,female,FALSE,4,5,Data Science,83,66,94,75,72,78,74
1450,Jonathan,Mckay,male,FALSE,10,1,Business Owner,90,50,84,90,83,62,100
1451,Thomas,Odom,male,FALSE,3,4,Artist,75,69,97,98,60,60,85
1452,John,Wells,male,FALSE,0,23,Construction Engineer,94,61,81,64,75,72,61
1453,Richard,Castillo,male,FALSE,3,15,Government Officer,91,68,62,82,70,92,73
1454,Peter,Peck,male,FALSE,2,24,Lawyer,96,88,68,95,67,95,75
1455,Chris,Greene,male,FALSE,2,31,Software Engineer,85,76,82,85,73,60,90
1456,Michael,Vance,male,FALSE,4,29,Lawyer,71,93,90,89,69,94,79
1457,Joanne,Howard,female,FALSE,3,49,Doctor,98,90,87,92,92,99,98
1458,James,Clarke,male,FALSE,4,6,Data Science,66,97,82,70,93,68,98
1459,Michael,Smith,male,FALSE,7,33,Accountant,99,82,69,84,79,88,67
1460,Nicole,King,female,TRUE,5,10,Designer,71,70,87,62,92,63,80
1461,Ruth,Miller,female,FALSE,1,13,Government Officer,74,76,81,69,98,96,65
1462,Katelyn,Roman,female,FALSE,6,25,Banker,93,60,71,63,75,76,77
1463,Allison,Hendricks,female,FALSE,2,35,Lawyer,89,90,99,91,94,96,85
1464,Zachary,Lucero,male,TRUE,8,1,Business Owner,66,53,85,84,98,86,79
1465,Gregory,Ryan,male,FALSE,1,29,Stock Investor,80,96,79,95,74,95,61
1466,Jacob,Hall,male,FALSE,3,20,Software Engineer,97,93,67,85,90,72,96
1467,Mark,Wright,male,TRUE,3,49,Doctor,87,86,87,91,86,96,92
1468,Jennifer,Wright,female,FALSE,4,13,Teacher,77,87,83,81,60,92,76
1469,Kimberly,Dyer,female,FALSE,2,20,Data Science,99,93,90,79,93,71,84
1470,Nicole,Grant,female,FALSE,2,18,Teacher,89,75,65,100,74,71,75
1471,Peter,Anderson,male,FALSE,1,23,Software Engineer,86,79,69,60,76,76,92
1472,Christine,Hernandez,female,FALSE,0,10,Real Estate Developer,82,86,91,68,80,62,81
1473,Christine,Smith,female,FALSE,4,4,Artist,79,100,75,85,100,81,64
1474,Mark,Robinson,male,FALSE,1,11,Construction Engineer,89,70,92,100,100,95,65
1475,Joan,Estrada,female,FALSE,3,15,Teacher,77,73,67,67,88,89,99
1476,Shelby,Lewis,female,FALSE,1,16,Banker,95,79,85,73,74,86,68
1477,Joshua,Williams,male,FALSE,10,5,Business Owner,63,54,57,51,63,88,83
1478,Cynthia,Martinez,female,FALSE,1,26,Software Engineer,98,85,95,92,74,79,63
1479,Kevin,Holt,male,FALSE,2,29,Data Science,76,81,69,87,60,93,62
1480,Jessica,Nolan,female,FALSE,10,3,Business Owner,40,81,54,70,53,98,61
1481,Timothy,Fowler,male,FALSE,4,32,Software Engineer,89,84,84,100,77,62,69
1482,Samantha,Ibarra,female,FALSE,5,24,Doctor,86,75,97,93,88,74,97
1483,Michelle,Guerrero,female,FALSE,3,20,Software Engineer,99,77,60,99,100,83,72
1484,Stephanie,Pineda,female,TRUE,5,1,Business Owner,67,61,61,82,69,87,97
1485,Philip,Blair,male,FALSE,9,0,Business Owner,43,87,81,61,65,53,84
1486,David,Jimenez,male,FALSE,8,5,Business Owner,40,97,92,93,92,65,82
1487,Megan,Bright,female,FALSE,2,5,Business Owner,65,93,67,73,57,72,97
1488,Thomas,Montoya,male,FALSE,6,1,Business Owner,96,92,64,54,87,60,88
1489,Brenda,Houston,female,FALSE,1,27,Software Engineer,96,92,80,61,66,98,70
1490,Daniel,Lee,male,TRUE,1,29,Lawyer,90,84,90,81,92,83,69
1491,Stephanie,Jones,female,TRUE,9,4,Business Owner,85,57,77,81,65,75,85
1492,Rachel,Salas,female,TRUE,8,4,Business Owner,92,96,80,98,61,84,74
1493,Oscar,Benjamin,male,FALSE,3,21,Doctor,100,82,84,100,90,62,87
1494,Debra,Brown,female,FALSE,3,31,Stock Investor,94,63,98,73,63,98,100
1495,Jennifer,Martin,female,FALSE,3,15,Banker,85,76,94,89,85,83,80
1496,Jeffrey,Conley,male,FALSE,0,30,Lawyer,80,84,82,69,91,80,96
1497,Cory,Cook,male,FALSE,1,31,Software Engineer,99,61,91,73,89,62,82
1498,David,Walters,male,FALSE,7,23,Writer,70,91,81,61,64,93,96
1499,Jeffrey,Moore,male,FALSE,1,23,Designer,62,72,78,96,70,74,72
1500,Stacey,Williams,female,TRUE,0,27,Software Engineer,94,97,73,79,84,66,64
1501,Beth,Stephens,female,FALSE,3,5,Real Estate Developer,79,93,100,83,78,80,87
1502,Lisa,Franco,female,TRUE,10,4,Business Owner,47,75,53,60,90,59,86
1503,Sarah,Snow,female,FALSE,9,21,Banker,100,73,70,71,73,96,67
1504,Frederick,Lopez,male,FALSE,5,26,Banker,90,69,75,98,70,75,80
1505,Cynthia,White,female,FALSE,2,13,Teacher,63,94,65,98,69,90,85
1506,Samantha,Hopkins,female,FALSE,7,10,Data Science,78,76,93,88,83,99,98
1507,Destiny,Rhodes,female,FALSE,4,25,Software Engineer,95,94,69,73,71,93,71
1508,Jessica,Jones,female,FALSE,4,13,Data Science,88,92,66,100,98,99,70
1509,Mark,Smith,male,FALSE,2,29,Construction Engineer,87,86,95,92,91,79,64
1510,Maureen,Cain,female,FALSE,4,1,Real Estate Developer,89,100,81,62,75,68,71
1511,Jennifer,Fuentes,female,TRUE,2,11,Stock Investor,89,65,82,77,90,76,84
1512,Jennifer,Arnold,female,FALSE,1,26,Lawyer,90,100,89,69,100,95,94
1513,Laura,Smith,female,FALSE,0,12,Teacher,99,75,71,90,92,78,69
1514,David,Shaw,male,TRUE,0,32,Software Engineer,91,75,77,95,80,95,88
1515,Diana,Russo,female,FALSE,5,28,Accountant,75,99,60,90,51,77,84
1516,Hayley,Johnson,female,FALSE,1,34,Data Science,60,93,99,81,96,92,80
1517,Melissa,Jackson,female,FALSE,6,17,Software Engineer,90,64,79,66,96,61,81
1518,Kimberly,Miller,female,FALSE,2,31,Software Engineer,93,74,80,79,70,66,91
1519,Andrew,Stanley,male,FALSE,2,25,Accountant,93,74,96,69,71,82,76
1520,Mary,Taylor,female,FALSE,7,14,Software Engineer,92,74,90,87,89,94,87
1521,Mindy,Jones,female,FALSE,2,2,Game Developer,86,60,91,82,73,77,64
1522,John,Powell,male,TRUE,10,5,Business Owner,64,69,85,99,76,98,60
1523,Amanda,Padilla,female,FALSE,2,2,Artist,91,87,84,91,96,88,82
1524,Kevin,Koch,male,FALSE,3,33,Scientist,76,66,96,86,85,62,68
1525,Chad,Moreno,male,FALSE,6,33,Data Science,72,67,65,76,69,81,70
1526,Stephanie,Spencer,female,FALSE,1,5,Artist,63,86,72,72,90,75,92
1527,Peter,Vargas,male,TRUE,3,23,Software Engineer,94,61,72,70,87,82,76
1528,Kayla,Bailey,female,FALSE,10,2,Business Owner,70,75,59,91,53,97,95
1529,Stephanie,Jones,female,FALSE,3,23,Banker,83,69,66,95,93,77,77
1530,Nancy,Hartman,female,FALSE,6,3,Business Owner,50,61,50,96,70,58,86
1531,Eduardo,Brown,male,FALSE,0,48,Doctor,99,89,96,98,89,98,93
1532,Thomas,Stone,male,FALSE,3,32,Banker,76,85,62,65,79,81,61
1533,Craig,Carter,male,TRUE,4,3,Business Owner,71,66,52,99,87,89,70
1534,Michael,Harrington,male,FALSE,1,24,Data Science,60,78,96,93,62,60,83
1535,Valerie,Nichols,female,FALSE,4,21,Software Engineer,87,74,81,65,74,91,82
1536,Brian,Garcia,male,FALSE,10,0,Business Owner,93,84,65,56,67,92,81
1537,Renee,Smith,female,FALSE,0,25,Lawyer,87,87,69,71,74,91,74
1538,Kaitlyn,Frazier,female,FALSE,3,10,Government Officer,93,68,61,78,80,65,77
1539,Jesse,Green,male,FALSE,1,4,Game Developer,96,64,91,69,60,62,62
1540,Kimberly,Cooper,female,FALSE,2,7,Data Science,62,73,74,72,83,63,79
1541,Matthew,Chambers,male,TRUE,8,0,Business Owner,50,80,100,81,61,68,72
1542,Stephanie,Yu,female,FALSE,4,2,Data Science,71,68,77,73,68,73,64
1543,Jose,Hodge,male,FALSE,0,16,Construction Engineer,99,88,88,90,82,88,90
1544,Steve,Kelly,male,FALSE,4,12,Stock Investor,100,67,100,60,94,72,70
1545,Justin,Morgan,male,TRUE,9,4,Business Owner,77,59,60,98,74,76,60
1546,Robert,Black,male,FALSE,3,23,Software Engineer,88,73,86,75,65,62,83
1547,Gabriella,Pierce,female,FALSE,6,15,Accountant,88,99,64,79,52,75,92
1548,William,Clay,male,FALSE,2,31,Stock Investor,99,88,97,97,71,67,79
1549,Nicholas,Shea,male,TRUE,8,3,Business Owner,50,88,58,78,83,97,88
1550,Heidi,Ellis,female,FALSE,4,2,Data Science,69,93,62,99,98,98,68
1551,Cassandra,Mills,female,FALSE,5,35,Banker,89,86,96,92,97,89,95
1552,Robert,Hart,male,FALSE,5,27,Designer,93,97,77,70,81,83,87
1553,Natalie,Garrison,female,FALSE,5,32,Software Engineer,96,83,67,86,81,92,73
1554,Melissa,Campbell,female,TRUE,4,24,Software Engineer,92,98,93,60,74,84,97
1555,Joshua,Cervantes,male,FALSE,3,29,Software Engineer,99,72,65,66,71,85,83
1556,Carlos,Long,male,FALSE,10,4,Business Owner,86,59,81,55,77,69,87
1557,Keith,Hunt,male,FALSE,4,17,Software Engineer,91,92,95,90,73,75,95
1558,Kevin,Turner,male,TRUE,3,18,Banker,95,91,74,61,94,86,87
1559,Shane,Washington,male,FALSE,5,15,Government Officer,61,94,87,74,92,79,97
1560,Mark,Duke,male,FALSE,1,32,Writer,65,89,70,71,74,97,64
1561,Anna,Lane,female,FALSE,7,3,Game Developer,94,97,97,75,79,68,92
1562,Catherine,Ibarra,female,FALSE,5,31,Designer,94,68,89,90,91,98,72
1563,Brian,Adams,male,FALSE,5,3,Business Owner,56,67,87,97,88,57,86
1564,Michael,James,male,FALSE,7,25,Software Engineer,89,63,88,73,78,84,74
1565,Robert,Hernandez,male,TRUE,1,0,Real Estate Developer,65,70,100,66,71,61,61
1566,Anthony,Walton,male,TRUE,1,29,Stock Investor,91,96,63,81,97,74,66
1567,Meghan,Lewis,female,FALSE,1,17,Banker,88,100,71,85,72,91,81
1568,Crystal,Holland,female,TRUE,4,0,Business Owner,49,51,57,80,89,53,76
1569,Brian,Gibson,male,FALSE,5,25,Writer,73,94,74,72,80,98,100
1570,Eric,Heath,male,FALSE,2,23,Software Engineer,94,94,74,66,73,92,80
1571,Holly,Dunn,female,TRUE,5,4,Business Owner,84,61,59,76,72,54,66
1572,Paul,Miller,male,FALSE,7,11,Construction Engineer,97,91,91,61,68,77,97
1573,Katherine,Reyes,female,FALSE,7,12,Data Science,82,84,69,66,65,74,68
1574,Paula,Hernandez,female,TRUE,2,48,Doctor,96,97,98,98,97,96,89
1575,Aaron,Ortega,male,FALSE,4,0,Business Owner,44,98,53,68,94,91,84
1576,Jonathan,Carter,male,FALSE,7,12,Banker,97,64,90,69,88,83,77
1577,Christina,Nguyen,female,FALSE,1,31,Banker,77,93,65,68,71,75,76
1578,Anita,Carter,female,TRUE,9,19,Accountant,89,99,96,72,84,62,98
1579,Madeline,Holmes,female,FALSE,0,17,Software Engineer,86,92,65,81,73,84,79
1580,Luis,Klein,male,FALSE,6,24,Data Science,73,71,84,96,92,94,75
1581,Laura,Thornton,female,FALSE,2,11,Teacher,61,75,95,62,93,92,87
1582,William,Ball,male,TRUE,6,2,Business Owner,81,90,75,83,70,55,62
1583,Kristin,Gilbert,female,TRUE,2,32,Doctor,90,99,94,91,92,85,64
1584,Aaron,Ware,male,FALSE,7,5,Game Developer,88,60,87,95,65,75,76
1585,Danny,Carlson,male,FALSE,5,23,Doctor,86,92,84,82,88,84,65
1586,Julie,Adkins,female,FALSE,8,14,Banker,78,75,82,91,86,76,69
1587,Jerry,Aguirre,male,TRUE,6,1,Business Owner,73,90,70,80,64,53,79
1588,Jason,Thomas,male,FALSE,4,32,Scientist,98,82,91,93,85,75,78
1589,Zachary,Houston,male,FALSE,1,34,Scientist,81,79,100,88,81,64,95
1590,Donna,Hoffman,female,FALSE,2,13,Data Science,73,87,72,98,82,89,98
1591,Austin,Sanders,male,FALSE,1,24,Lawyer,84,95,87,100,96,92,76
1592,Leslie,Mercado,female,FALSE,5,32,Lawyer,81,90,82,80,98,81,91
1593,Derrick,Tucker,male,FALSE,2,21,Banker,100,77,90,83,88,91,80
1594,Kelsey,Alexander,female,TRUE,6,0,Business Owner,83,50,59,77,66,87,60
1595,Rhonda,Smith,female,FALSE,6,34,Accountant,87,75,90,82,99,66,92
1596,Isaac,Santos,male,FALSE,2,14,Designer,96,94,60,62,86,79,79
1597,David,Sloan,male,FALSE,3,25,Software Engineer,98,76,69,75,76,98,81
1598,Amanda,Peterson,female,FALSE,3,5,Game Developer,83,66,97,95,91,76,80
1599,Cynthia,Weeks,female,TRUE,10,3,Business Owner,86,59,83,81,100,82,99
1600,Katherine,Turner,female,FALSE,7,20,Designer,82,67,88,62,73,64,79
1601,Joseph,Patterson,male,FALSE,1,26,Designer,82,98,78,63,83,91,94
1602,Jill,Davis,female,FALSE,9,2,Business Owner,100,71,70,86,80,91,62
1603,Amy,Moore,female,FALSE,3,1,Real Estate Developer,100,80,88,81,93,93,84
1604,Eric,Matthews,male,FALSE,10,1,Business Owner,83,93,75,55,82,51,91
1605,Tamara,Bennett,female,FALSE,10,25,Banker,93,92,71,89,91,76,61
1606,Maria,Perkins,female,FALSE,5,35,Lawyer,86,86,100,86,94,87,85
1607,Jillian,Reed,female,TRUE,3,2,Business Owner,50,78,67,95,82,97,80
1608,Melissa,Mora,female,FALSE,7,5,Business Owner,78,68,56,50,76,67,97
1609,Tina,Smith,female,FALSE,3,24,Software Engineer,91,69,82,87,100,93,100
1610,Rhonda,Munoz,female,FALSE,0,5,Artist,73,100,78,77,71,61,66
1611,Heidi,Johnson,female,FALSE,6,3,Game Developer,99,66,81,69,82,73,72
1612,Joshua,Davis,male,FALSE,6,5,Game Developer,88,82,99,65,83,65,98
1613,Laura,Sanders,female,FALSE,1,33,Lawyer,100,82,85,68,97,81,100
1614,Evan,Francis,male,FALSE,2,15,Data Science,100,62,84,66,88,90,71
1615,Cynthia,Miller,female,TRUE,5,32,Banker,99,61,76,95,79,78,66
1616,Bobby,Miller,male,FALSE,0,14,Banker,81,99,85,72,67,78,69
1617,Justin,Brooks,male,FALSE,3,47,Doctor,90,86,98,97,99,96,85
1618,Kayla,Krueger,female,FALSE,4,6,Data Science,67,88,89,90,78,84,73
1619,Justin,Kim,male,FALSE,5,3,Real Estate Developer,68,91,78,63,90,95,80
1620,Christian,Blankenship,male,FALSE,1,42,Doctor,93,90,93,89,92,93,100
1621,Todd,Williams,male,FALSE,1,22,Construction Engineer,94,95,80,60,89,93,88
1622,Victoria,Perez,female,FALSE,7,1,Business Owner,88,96,74,90,82,70,83
1623,Madeline,Hart,female,FALSE,1,21,Banker,75,93,66,63,68,91,99
1624,Christopher,Meyer,male,FALSE,4,50,Doctor,99,89,87,90,87,90,95
1625,Christopher,Fleming,male,TRUE,7,29,Accountant,93,64,86,82,35,73,84
1626,Karen,Ramsey,female,FALSE,4,31,Lawyer,73,95,78,79,84,89,96
1627,Monica,Dalton,female,FALSE,6,5,Real Estate Developer,64,61,76,100,93,61,65
1628,Gary,Odonnell,male,FALSE,1,25,Lawyer,76,87,98,88,94,86,64
1629,Ann,Scott,female,FALSE,2,22,Stock Investor,91,93,82,81,95,91,70
1630,Jessica,Jackson,female,FALSE,8,1,Business Owner,70,98,51,51,96,96,70
1631,Lauren,Morrison,female,FALSE,5,26,Doctor,90,92,95,85,93,69,65
1632,Alexander,Brown,male,FALSE,9,3,Business Owner,93,83,61,95,70,93,65
1633,Thomas,Smith,male,TRUE,7,12,Data Science,61,99,66,99,100,70,60
1634,Jonathan,Torres,male,FALSE,1,1,Business Owner,51,69,85,61,59,81,63
1635,Robin,Daniel,female,FALSE,4,18,Data Science,91,72,69,88,92,61,76
1636,Anthony,Peterson,male,FALSE,3,27,Accountant,96,64,76,97,81,87,99
1637,Ashley,Blankenship,female,FALSE,5,24,Software Engineer,93,75,84,66,74,99,66
1638,Jennifer,Stewart,female,FALSE,1,19,Data Science,70,96,60,87,92,63,95
